ResponseID,PROLIFIC_PID,ptp.race,open.16
R_snAwnKX9OAciXIJ,5ec5658b7bc176386f27f9d6,white,"We are a mostly white patriarchal society. I believe we need more women and people of different races, colors and backgrounds in positions of power to create a more well rounded society and country. "
R_3Pbgwz95BbSvrpe,5c15a07cd47b0000014a56aa,white,I think that all aspects of a person should be considered in decisions. It would allow us to ensure that no minority is underrepresented. 
R_1A297cthv1wVVpD,5f2f894f6fa125379fb6f2b5,white,"I support Prop 16 at this current point (meaning I need to dedicate more research before I submit my ballot). I think affirmative action is necessary. There are many racial groups in California that are at a disadvantage in comparison to the rest of the state. For such a diverse state, I feel like it is fair to represent all races, genders and ethnicities by allowing diversity to be a factor in hiring/acceptance in schools/etc."
R_3kiWSzs0qPNNqod,5e1d50553d2e1b0ceaf5bbd2,white,"I definitely support improving equality and diversity, but the vagueness of this description makes me hesitant. "
R_RUNGDxzMvMECYqB,5eda7d479f27520e8e4c79eb,white,"I feel as if this will give government a free pass to be racist. This is presented in a way that they will only use this to give under-represented groups the help they need, but I don't believe there is a way to enforce that they use it for good."
R_3dEoHTQt4jiUaEF,5ed7e3d68f29cf2bf4c1f901,white,"Anyone can say that they don't base decisions on whether a candidate is male or female, black or white, Christian or Hindu but the reality is that no matter the position one is applying for every person on Earth is bias or stereotypes others or racist. Whatever you call it we as human beings are wired to be competitive and judgemental, its in our DNA."
R_tFdwRl11pEwaxHj,5eb10e1b6e2f921d6d6567dd,asian,I support it because it helps out those who may otherwise be discriminated against because of the factors mentioned in the proposition.
R_1GOJizCIPsbOPEW,5e87ba02ec9b3343a17aa8f2,asian,I support Prop 16 because it will allow minorities to be better represented in education and the workplace. 
R_332nlxEcFOePGuk,5edd00eb4ffe4304affd11db,asian,"It is unfair in because this issue makes Asian-Americans have to work harder than they already do. Asian-Americans are overrepresented not because of the benefits of their race but because it seemed like they had to work harder, at least when it comes to college acceptance issues."
R_23UDb5popRHSCAK,59947c1cf9db7d00018957fd,asian,"This is a double edge sword as one's race, sex, color, ethnicity could potentially deter employers from hiring or promoting employees.  I do no support this proposition. "
R_3EhATuQry5U0MkX,558afc18fdf99b7dfef4d84e,asian,I think this proposition will help minorities get jobs easier and will lessen racism.
R_3EnaDviUEl4BYZO,5f4b268e99a3f9000bef04a5,asian,I support Proposition 16 because it would expand opportunities for minorities.
R_TvaUNBa9d02D5fj,5d462c3c09b2930001382f93,asian,I'm not the biggest fan of this policy because it allows people to hire based on race/sex/color/ethnicity instead of skills and experience. 
R_3NVue8ft6URvI5q,5f35844619d95a562da6cb95,asian,"The government should not consider race, sex, or ethnicity in whether or not to hire an individual. The most important thing to consider is their background and work history, such as family financial history and education. People born into wealth are offered more/better opportunities to learn and grow, and to a certain extent i think this needs to be considered when compared to an individual born into less than ideal conditions (assuming both candidates have equal performance)."
R_2CkMO8iCR1QdZ2y,5ddc7bc71986ebbe0837312f,asian,Prop 16 hopefully will level the plainfield by allowing diversity in policy making process.  Our country is made up of people with diverse backgrounds and hence Prop 16 should be upheld.  It is also this diverse uniqueness that we have to stay as a big brother nation for so long.
R_22RZX6nxVumznFN,5b6f4f627e33880001cc6ca4,asian,n/a
R_2TmWgkBjmzPKlJh,5f48025962657227d60eb34c,asian,I believe that it will allow for more diversity at work.
R_1ihdvGn3fgwC0TM,5f18e7bb33bfe6119eb7e146,asian,CA Proposition 16 looks to be a trustworthy candidate. I am glad to vote for them.
R_2X5JtObXhUWrbli,5a8cec67aa46dd00016be8c4,asian,"I do not support Prop 16 because it limits minority rights. Since I am Asian myself, Prop 16 hurts me more than it benefits me. "
R_25TadmkmzTXGWhz,5ea63c8ef78a7164acfa7599,asian,I support CA Proposition 16 because I think that all people have unconscious biases that lead to unfair advantages for certain groups of people. So it is necessary to balance that out with policies that allow for increased diversity.
R_CdbrxjPxeJNURVv,5f117a19d614293b07fdb9cf,asian,"I don't have a complete understanding of how this proposition will be used, but it sounds like something that can be exploited for racial discrimination."
R_1ozsAuLscC3X5jz,5f244bd379e077000802f1db,asian,I support it becaus and companies should be hiring more diverse people in the first place. There's a racial bias that we need to get rid of. 
R_2f1Eh7NBjpx7QuP,5d7d7cc98d2d1f00180ca475,asian,"I support it because there is a need for diversity, equity, and inclusion in government. There is not enough diversity. "
R_1IZz59t06qG87Lp,5f67bcf82cfb803f8c8f2ab1,asian,"I do not support prop 16 because it can be used to discriminate against everyone, both minority, and non-minority alike."
R_3PMktd2yOSTWDbl,5ef42d64b563d01e9c7d406d,asian,"I support it because it is good to allow diversity as a factor in public employment, education, and contracting decisions. Diversity is the key to equality in this world and that is what we need."
R_3JblEVkLF0GMX9b,5ea940037ff60b000be92af0,asian,It's discrimination against non-minorities. Forcing diversity in such a way means immensely harming people who are just as competent at a job for the sake of some arbitrary ideal. The best way would be to employ based on merit.
R_3sdcGuj4YZ5ljrf,5f48824e219f12344fac6a3c,asian,I think I actually did not understand. I would vote YES because they would allow race-based decision to be made. I thought they would allow discrimination based on protected classes (which made me vote NO).  / 
R_2tJeEycbksCy9Te,5ea9c6541eb4f0121a911e1a,asian,Since it creates social equity and helps those who need help. 
R_1LciWQQPlUjpgmE,5dedf0483711364928753ecd,asian,I support Prop 16 because I feel that affirmative action is still needed in California.
R_2gYsoPclASUn6V3,5e1efdb3a8c111230db526ff,asian,"I oppose this proposition16,It should always based on the best candidate.But who cares what I think."
R_1N5h4GSGfCtyJec,5df967d2f6191f6e87b236e6,asian,"Education, admission, should be based on how qualified the person is. There are a lot of poor asian kids that got admitted from hard work"
R_3JkNaL301IsvtkN,5ee9745d9562c93212057ebb,asian,Will enable decision making leaders to make decisions that become aware of the lack of diversity in their own administration. Enable them to be more inclusive in recruiting and hiring.
R_2uIIqmXPrPSwMUr,596fc4717008ef000109703d,asian,";While I do believe that all people regardless of race, sex, background, origin, etc should have the chance to succeed, I also think that merit should be the main factor in decisions for employment. We should judge people by their skill, knowledge, and expertise not by the color of their skin or other superficial quality. "
R_3stPcZPu7nriPSK,5ee84653635dc301d2f8d5b8,asian,"Because than Black people and other minorities will be shoe in's for Colleges/Jobs while other people will get destroyed, such as Harvard not letting in many Asians, just unfair overall. Should not be allowed to discriminate. "
R_2tyz1cRulBzoq0i,58ae59babb9e0f0001acb414,asian,"I do not support Prop 16 because it allows other people from minority groups to gain an advantage over people who may qualify for the job, but cannot be hired because of diversity quotas."
R_22DNO3ae4WB5BcC,5e6439f33b92cf1ccdc575e8,asian,Unfair treatment to those might be deserving of the position. In its essence it’s good but won’t be implemented properly 
R_2dL4OLDdpjG34l0,5ec792e705a9071db9323de5,asian,This would help out minorities break the glass ceiling as many have been mistreated or not given a fair shot. This proposition may help decrease racism and stereotypes amongst the people as well 
R_qIdq9NxDSyY7dAZ,5f63928ef2b0b609a2c5806d,asian,"The government should not be allowed to have decision-making policies to consider race, sex, color, ethnicity, or national origin."
R_ve5q3NVwGcIdGCZ,5f2dad07a2eef40aaef6edb6,asian,I don't support CA Proposition 16 because I don't like the consequences of affirmative action. I think that affirmative action is racist and sexist because it favors certain races and sex over others.
R_1onbyWjGmbWXaQI,5f471edcfc6fe910c7c9d164,asian,"Historically underrepresented groups are disadvantaged in practically all areas of life (i.e. economic, social, political, educational, health care, etc.) because of laws, rules, policies, and values that have allowed such oppression and discrimination on deep levels. I support Prop 16 because of this fact. Obviously, this measure would not solve everything but it is a good small step toward social justice and equality.  "
R_DITanJm1IBd9WBH,558b7b06fdf99b21155f2c1b,asian,"I oppose it because it is racist, sexist, and/or xenophobic. Treating people differently because of the color of their skin, gender, sexual orientation or nationality is wrong period. "
R_2VwlAt7g3SawlPY,5d474d1fab2d280015bb0110,asian,I believe diversity should be a cognizant effort undertaken by public employers.  We need to start affirmatively incorporating diversity as a factor in order to create a more welcoming and inclusive atmosphere. 
R_UtoKPzRYZ9ITQel,5f52c66cf5bba95cf9f90c66,asian,I don't think bringing other people origin is a good idea. 
R_Orudik9fAaWIY49,5ec4c385295d6e3b97b158be,asian,"I do not see why we need to consider race, sex, color, or ethnicity when making decisions. If someone is qualified to do something, why should any of those even matter?"
R_2aDYzQzkEzHSwpG,57d6dd8d6598aa000199188b,asian,"I had to look into this a lot, but decided to support it because minority owned businesses still face barriers to financing, which having a government client could help, and because minorities (not API in this instance) also can be very unrepresented in higher education. It's worth seeing if affirmative action will help. "
R_27jRruZN4LeEJmN,5f4f16f794d42c17105b7f5c,asian,"it is not hiring people due to his/her intelligence, ability, knowledge, skills, but his/her sex, ethnicity,etc. It is not fair to certain group while favoring the other"
R_2qaf8Tb20DGcJVb,5f4d5f9f835880a2aca8b996,asian,I don’t support because only government can make the decision and it’s not fair at all.
R_1hXX2NhsZEH0FHo,5eb635754bbde6534e62c05e,asian,"I don't think race, sex, or color should be a playing factor in hiring. It should be based on skills and experience. I understand there's certain biasness, but that's why there's multiple interviewers."
R_A0Y1EfXuVSH9E7T,5f51619bf5bba939ec694c08,asian,"I believe that everyone, regardless of race or gender, should have a fair and equal shot at fair wages and good jobs. This prop will help those that are discriminated against based on the color of their skin and/or their gender."
R_3siQusw91fzTfIk,5ef23cda94d48207732c48ca,asian,I reminds me of a similar controversy that a college had. They did not accept a asian student who had the qualifications (overqualified actually) to get in the college in favor for an african-american student who was slightly under qualified for the school. The school favored diversity over academics. I believe in the workplace one should hire people who are fit for the job and not worry about diversity in the workplace. As long as they can do their job and do their job well what is there to complain about..?
R_31snROVsCFppTLj,5f6c6692d28afe1eacee640e,asian,"It is important to have diversity in our workplaces, schools and etc."
R_3CKrOCSM6vFzCT3,5da88646fed6090012e5effd,asian,"I do not support this proposition because it is racist towards the asian community, another minority group. I believe that other minorities have an equal chance as well."
R_1F4K6LCic8Ajo79,5f26378609aca228dcfd19fa,asian,CA propisititon 16 shouldnt be supported because you should be biased when hiring. Hiring someone should only be based on their work 
R_1I5a1xnV3Q3bax5,5cbc071f2edc3b00018ab097,asian,I don't think diversity should be a factor it should be ability.  We are all created equal and we all have the same ability levels. 
R_2c5yoGQU5YkfWVq,5dafab925f543b00191fb7ca,asian,The government should not have a choice when it comes to making decision for education facilities that have a higher rate of a certain race.
R_3phw0e6WhpvNXeS,5f4c9e74da9c148b0d42ecbd,asian,I agree. It can make the government employees more diverse and help the government entities improve their diversity profile.
R_1jHYFXt0U8HKIOH,5f556bd46e6c4c93a5a90c77,asian,"I support CA proposition 16. Because I Think it will provide more benefits for people of different colors ,race ,sex and ethnicity."
R_3lEA6y37i4xGP2P,5f14d5cdb5d4c20e78dc1672,asian,"I do not support Prop 16 because in an ideal world, race, sex, color, ethnicity, or national origin should not be used in order to make decisions about a person's talent, work, or other aspect of their life that they developed on their own."
R_3fUgLZ5o25PmcBk,599be3660ed7ae0001991db9,asian,"I think that's not very favorable for some people such as Asian Americans. Contrary to the idea of Asians as the model minority, there are many not all Asians are smart and successful. There are many more Asians who come to the US with better skills than those in America. It hurts Asian Americans for jobs and it hurts them when applying to schools. I'm becoming more uncertain because I do not know what the future choices of state and local governments are, and the description says it's highly uncertain. "
R_32W7KyLYL6YUeP8,5d8a64630ffb9c001746ca2c,asian,I don't support this. This is just a way of diverting money to a special interest. Judge by the merits instead.
R_0e9vXQa4wLbxiGR,546ec14dfdf99b2bc7ebd032,asian,"I am a Taiwanese immigrant, and i hate policies like this. It's superficial. Notice that quality is not mentioned in Prop 16. It's identity politics run amok. "
R_1igocTtB9eAixnu,5eeaff28cf5da71d691ef212,asian,"I support Proposition 16 because I feel like it would level the playing field and give people of all ethnic groups regardless of their race, sex, color, and ethnicity an equal playing field. Especially for the Latino students who are applying to the UC schools whose admissions have gone up. But I also sympathize with the Asian Students whose admissions have begun plummeting. "
R_1jcBiCVz4uubXvC,5b4ccba2e893120001247e9e,asian,"Race, sex, color, ethnicity, or national origin can never be allowed to make decisions as they will always create bias."
R_5z356yo2MmmSFwt,5ef6ba4c1c41193beea7eb97,asian,Most jobs require a certain skills set. Hiring should be based on person best qualified to to that job. If all are equally qualified then race and sex should be considered
R_3M0bmCSJLCRcPAy,5f2c65d222cb591283c31f94,asian,"I am on the fence about whether I support CA Proposition 16 because since I am a minority I feel like in some cases this Proposition will help minorities in having people consider race, sex color, ethnicity, and national origin. However, I feel like based on the wording of the Proposition it could be twisted to just hurt the chances of equality for minorities and be counterproductive to its intent because being allowed to consider these factors while making policies means that policies can be made opposing equality of minorities."
R_1n9jgomu5BXaZzj,5f447effce2acb7bc4597091,asian,"Policy decision making on race sex, etc. will continue considering minorities and who will get affected when a new policy is in place. So I will support this proposition. "
R_WCB7NPbcbWh1uyR,5e6cade3d92ffb26677dbd84,asian,I support Prop 16 so that more programs and initiatives could be founded that would benefit underrepresented populations. Having a diverse society could be acheived by starting to equalize conditions or making it so that people have a chance at success.
R_1MPgXJDNHD7YV2x,5f7b4114e24fb30aa22d6b47,asian,I think it would be beneficial to give minorities an increased chance to succeed in employment and education because many minorities struggle to provide ends meet and need the extra boost from government regulations. 
R_2TFv7uQrsIe9Z7y,5f10a720d6142922737c6038,asian,"In my mind, diversity is a good thing, but I am not sure how I feel adding an additional factor into these decisions. In my honest opinion, I believe that the best candidate should get the job regardless of sex, gender, or race."
R_3RyELa4kOlIG1KG,5ef132094e0f96119b7be5e3,asian,"This is only a band-aid for helping minorities. Instead of actually fixing lower education and retraining for new jobs, the prop will just increase labels and resentment between groups. Things should be based on letting people have a fair chance to succeed through their own merit, not an unchangeable label. "
R_2ZIXJ2LSSGovquu,5effb18bfb141f089a2ac961,asian,"I always support CA Proposition. I always want its always continue becuase it is very godo for race, sex, color & ethnicity..."
R_6RVcwS6kQCOTy13,5e9ca054511e7a1c5c5640e5,asian,I do not support it.  Government is controlling or influencing our lives.
R_1Qyn3r5H5OstW2o,5e7d0520455902383a9d1dd9,asian,"The issue I have with Proposition 16 is that when it comes to employment, or education, there are a limited number of spots available. If a person gets preferential treatment because of their race or gender, then it comes at the expense of the truly most qualified candidate. I believe in equality, but not affirmative action, or programs similar to it. "
R_3GvNRPSCrTG68ML,5f3198364bc07d076780b0e7,asian,"If this proposition 16 passes, there will be few companies that will take advantage of this and not offer equal employment to minorities. Race, sex, color, ethnicity, or national origin should not be consider in the decision whether or not someone can work at a place. "
R_3fkJX3L2ZnEhveg,5ec442696653b312043e3e3a,asian,Diversity in all facets of life is important for Americans not to be ignorant of other cultures.
R_C78LaBe0l9vBEAN,5e4c40c495fca1000d893735,asian,It's important to acknowledge the diversity in our population and give underrepresented populations a voice. 
R_3HOGdoiYaKAWUGc,5afe291e58c2c100012d337e,asian,"I do not support Prop 16 because while it claims to address diversity issues, I don't trust in our government system enough to actually make things better for minorities. All it will do is give them the ability to benefit wealthy white people even more."
R_3oShsCZXohAnAd4,5f4fe72e9468441227166179,asian,I do not want to support this since I feel that it could be another version of affirmative action
R_3q9CTshVhCPyQoJ,5e7d3049b3c99b0e2ab2c1de,asian,I support Proposition 16 because this will help benefit marginalized communities a lot. This will help them with applications they are applying to by giving them much more opportunities than they had before.
R_eFAQy1ZvX26dDIR,5f3bfb17d479a69a59ef55bc,asian,"I support 16 to improve the diversity of the public workplace, education, etc.  This will improve the lives of women and people of color who have previously been victims of systemic racism. "
R_1P0IGIYSxPY1KJX,59e833e72f63d30001c8fb86,asian,"Frankly, white people will be fine. They might not get the first position they apply for but they're almost guaranteed to get one, which cannot be said for minorities up against a racist system."
R_2CZFamSdpJ25x8e,5f7ae62b213c611f67ca24ee,asian,It is good to consider these things when it is about minorities because they usually also have other conditions in their lives that cannot be overcome through just trying hard. / 
R_xbJ1gOIaTV7cWR3,5f31961c57eb9507db148757,asian,"To be honest, I bubbled in no, but I don't remember why. I will probably go back to research more and adjust my vote if necessary "
R_1OqtxxMCRf87hTq,5f02cea120393a16d40a9594,asian,I think decisions should be based on merit
R_ddsCmDNxCrBitnb,5f07ec0ec025b5421c3e3379,asian,"I would vote supports this constitutional amendment to repeal Proposition 209 (1996), which stated that the government and public institutions cannot discriminate against or grant preferential treatment to persons on the basis of race, sex, color, ethnicity, or national origin in public employment, public education, and public contracting."
R_3sgqckcFC0jrsoz,5ee2c239f4ec4b804a79cf80,asian,My understanding is that this allows for minorities to be guaranteed a part in provisions /   
R_2P6S3HPu45ol7sI,558fe633fdf99b3f6868bf45,asian,I don't see why affirmative action shouldn't be legal.
R_2rkWWGqCpdQ2mGc,5f6179f5bfaddb116578f865,asian,"We need to make sure all groups in our population are represented. If candidates for a position are equally qualified, I would not object to race being a consideration in the final decision to fill a position."
R_1i8PSHA4DHhSWs1,5f62b6d8d5f6ee3510840ece,asian,"I do not support CA Proposition 16 because it will allow discrimination by race, sex, color, ethnicity and natural origin in a much broader category than just university admissions. "
R_3qlgySfCCM0Xdag,5f793609f8089e53266336f5,asian,"No, since everyone should be treated as an equal person. I didn't read the Proposition properly earlier, but this makes diversity a thing instead of getting rid of it by separating people by race and our differences which doesn't unite us at all."
R_1C0WcCisyLLoUS8,5d012930cfeb82001817c9c9,asian,It makes things unfair for certain groups.
R_27g0QK7QLpv3QZF,5f6bcb19826d3c134a53af45,asian,"I believe that the problem lies in the education instead of choosing who to hire based on race, sex, color, ethnicity ,or national origin."
R_2S1gWIi1sRlh3s5,5f4ed006fd417211e99cf4d5,asian,I support prop 16 because it serves as a way to provide diversity for under-represented groups
R_4J7VBVFh34VbZHr,5f7d4a2c5db79d21c7d07240,asian,"Diversity is allowed to be considered as a limited factor under federal law. I think that diversity is a part of people, and should be something allowed to be taken into consideration as a factor to benefit people who have historically been underrepresented. "
R_1N38pkdZme6rcYy,5e7f12f57ef97e5e3ba73087,asian,"This proposition will be detrimental to ""minorities"" like Asian Americans. There is also ambiguity as to how they will take race, sex, color, etc into consideration."
R_2R4fMX2YcpNVJpI,5f40a94bf6a9ae1fbb69f6f3,asian,This reminds me of affirmative action and I don't think california should be trying to repeal a constitutional provision.
R_1mI6EsWeGFLj3dI,5ae15492eb6040000153ca53,asian,"Affirmative action has its benefits, but as an Asian-American, I've seen how detrimental it can be as well—especially in higher education."
R_QiBHZORk9teqJW1,5ea49550e39eb22ecba0d9e3,asian,I believe that this will increase diversity during hiring.
R_2VeCmjwnYpkF1vU,5f62f47426b69e3959928e34,asian,"I've been reading articles and first hand accounts regarding Prop. 16. One article was from UC Berkeley asserting the lack of diversity Prop. 209 had created. It's hard to consider both sides, however, since they have valid / points about Asian Americans and how affirmative action negatively affected them. It's also interesting to consider if people will abuse the racial information of others. The system we have now, however, isn't a fix. It's just a colorblinding option that will not create diversity and that is why I voted yes for Prop 16."
R_W3FlFskGRazi8rD,5f34254b16dac32cb8474a41,asian,I support Prop 16 because it would help alleviate hiring and recruiting biases faced by minorities.
R_27a1RDJpoFE6DPt,5e51c283e4aa96000b00ab49,asian,"I do not support CA Proposition 16 as it reinstates discrimination. Considerations should be based on overall ability, merit, and qualifications."
R_blQlv4zwAzsECbf,5f4933b50624904597679934,asian,"Prop. 16 expands equal opportunity to all Californians, increasing access to fair wages, good jobs, and quality schools for everyone. Prop. 16 fights wage discrimination and systemic racism, opening up opportunities for women and people of color. Supported by League of Women Voters of California, California Federation of Teachers, Minority Business Consortium, and state higher education leader"
R_22JEYUu2m0iiZSe,5f04ab498d53cb0df98434d4,asian,"I am not well-informed enough on the matter of affirmative action. If unsure, I default to not supporting."
R_274rCfOJ29Er1kK,5d96eeed1998fb00177f6b71,asian,I'd support this policy because it could give people of color more of a chance to be allowed spots in education policies and hiring. It could help bring in a more diverse workforce. 
R_2Tod3ayDFGuFFEK,5bfcb5e3aa5fa30001364404,asian,I think that things have to be done to make everything more balanced race wise
R_2c7UM4pU25GQcnO,5ee87b0e395da516a438a638,asian,I just don't believe in this. I think it's a dumb way to look at this. There are other ways we can fix this poblem
R_1gTI3pZRpm8vyem,5e05a5fc61b48afcf6b3385b,asian,"I support it because it helps those who are underrepresented and as a female in tech, this helps me a great deal. "
R_DcR48dZC5h0tcxb,5f505654f2f84e1cd6b4a631,asian,there will always be bias if this information is provided.
R_2yq5DXLz9RCXF9g,5b6a87d2cda8590001db8e07,asian,There should be more affirmative action in government hiring and university admissions.  This will help solve racial inequality and disparities that have persisted.
R_2S20emflvAruYzb,5ea92954ef7ece00096faf5a,asian,"I don't think it makes sense to overly represent or try to equalize groups based on factors out of a persons' control, like ethnicity and sex. It's unfair to people who have done nothing wrong in their lives except be born in certain circumstances. "
R_TirY1igXwvw3TW1,5eb342dff78ab11407daf144,asian,I don't understand this proposition so I am more inclined to say I don't support it. However I have heard it is beneficial. 
R_2dswjRpLYhxt1iK,5e71556788152e079f80b73b,asian,"I support this prop because diversity in employment, education, and contracting decisions is important so that people are exposed to different perspectives and backgrounds. It may foster tolerance instead of fear and prejudice."
R_egoZBDaB4FOM6hX,5f57e24c2d12803120464bf9,asian,"I do not think that a person should be made to succeed or fail more than others because of their race, sex, color, or ethnicity, which is something that they cannot control."
R_3dLdAFVMWid4KdT,5f50138247e79917434e1638,asian,I support CA Proposition 19 because bias should not be formed based on anyone’s heritage or sexuality. 
R_3q99IPF1Kq2Lk2Z,5ee36fc1631f490353a6b2da,asian,I think they should allow more Asians to enter college rather than oppose it. 
R_2WIFYpw4ZC7yFjW,5f25e9696625fd2cd33f1d3a,asian,Diversity and inclusion are important to focus on for public decisions.  Public entities should have more underrepresented minorities in their decision making.
R_1l6x6t95jJfwUex,5f6fc0a7f0d70a588c88bf94,asian,"This statement seems very vaguely worded - I'm not sure about what impact this has on the ideas of affirmative action and merit, since one of the greatest arguments AGAINST affirm. action is that merit and overall team ability will be negatively affected. I refuse to support or not support without research"
R_24dte6X6RaiOUkF,5d394d70daffca0017d5fc27,asian,"I do support CA Proposition 16 because the government needs to retain centralized power in enforcing laws and policies or guidelines that benefit minorities while protecting them from unjust or oppressive state government laws and policies that may shut access to social, economic, or political opportunities for minorities."
R_YY5Zc8frDlyhiVz,5b84e89987d85f0001bbb331,asian,"I oppose this proposition because government companies can still use this information to discriminate. By having this information for the government, they can achieve a quota of diverse people but still not hire them for high-ranking positions."
R_3Rx37iMdTYDzBLg,5f34d6021b69bd3ff7ed8635,asian,"This could possibly lead to discrimination against other members of society. However, one cannot fully rid of all biases. "
R_qxuhUc6tS314cQp,5ee528417b5efd268b2bf2b0,asian,I do not support CA Proposition 16 because I don't want people to consider race as a factor of whether you get the job or get into a school. I do not support affirmative action. 
R_1nTKe7CPXspJADA,5eacae85a783a515f65721dd,asian,I think affirmative action is important in increasing diversity. 
R_2UgQm3tOgTXdshM,5f6ea39029ca174064215ac2,asian,"I mean I contemplated on it for a while. Technically, I put yes, but I'm not so sure about it. It sounds well-intentioned but I don't know. "
R_eIGGtA8PSlLzGaB,5f484ba07b89dc1e572085ca,asian,"I support CA Proposition 16 because I believe that minorities are underrepresented and we should strive for equality to allow people to be on the same playing field, not necessarily being equal. Giving groups that already have equal resources the same as groups that are disadvantaged will not help "
R_3n7yvpK6vY86Vxw,5f1f7583475be91780efab28,asian,"The proposition in itself is racist and is hypocritical in the fact that it is trying to advocate for eliminating racism by supporting those who are less fortunate. It in turn harms those who attain their fortunes by merit and hardwork, and discounts that for those who are simply handed favors. "
R_3Ma35pgD0C7qSna,5e97dabdaec5002a97df44bc,asian,I support Prop 16 because it will give more equal footing to minorities.
R_1i9fTqXC7VZeixz,5f4d60a25a01eea061adc3ef,asian,I support Prop 16 because it gives minorities more opportunities to be represented and somewhat begins to level the playing field
R_3foDnf55rg65SJP,5e4d822050df621dbbfa32ce,asian,I support this proposition because I believe there should be more diversity in government positions. Minorities are very underrepresented.
R_3ffziRn4AaQKC0U,5eeecbaccecc5919ea94fd7e,asian,"It is unfair to those qualified people who are in the ""represented groups"" to have a spot taken by a less qualified individual in the name of diversity. Though diversity can be beneficial to a variety of areas, we should be giving resources to help underrepresented groups chances of succeeding rather than allowing diversity to be a factor in Public Employment, Education, and Contracting Decisions. Legislative Constitutional Amendment."
R_1gNhuv5UD33Uanx,5a8cdba1f49c9a0001f3c8c5,asian,It allows those such as low-income families an equal opportunity as everyone else.
R_1QawMHEBWVkrruC,5f58597e2f53113c7bd47ab3,asian,This proposition will allow minorities a chance to get jobs where they normally wouldn’t.
R_3ly7YYWIci0pA61,5b07b71c68eff50001d1c859,asian,it's not fair to make any decisions based on a person's race. 
R_3HGll1UCGzcTNyn,5f4eccea90113011962c0cd6,asian,"I am not sure that I fully support or do not support Prop 16. One one hand it will help many different cultural groups by giving them an opportunity. But on the other hand, it will heavily limit logical decisions that has to be made at certain times."
R_sMtSMjjV70tBvFv,57e3fe4a813eb300018266eb,asian,"It would be a good thing but would also be a bad thing since I imagine if I was applying for something and the company already had their quota of Asian females for the quarter. I think that's the downside to this. Rather than going, ""Oh okay, she has a degree in this over this other person."" "
R_1Oxmz3haOypbvWT,5c2b4b959f18a9000179a141,asian,It's not fair. There will be discrimination.
R_22PHmok0lWCVYq8,5ee403d594b1d4103ba194b4,asian,"I want people of race and color and ethnicity to have better say and more diversity, we should abolish policies against people of color and let them have an equal chance."
R_3nMZFBpxIvyry3C,5c67d039755ed2000170a774,asian,I do support this initiative because there is a lack of diversity in most companies. some ethnicities need a larger chance of getting hired.
R_pL4wBQnTfOPfbLH,5e718a10031ef50be0aa2092,asian,I support Proposition 16 because it would restore affirmative action and expand opportunities for underrepresented minorities.
R_Os9KLfoD3r6FQaZ,5ed5916253bdd812402f8742,asian,Diversity should not be a factor in decisions. 
R_1ps5tmK7zu3uOjl,5e46f490a5748507c57e3c5f,asian,I was affected by California's affirmative action ruling and was unable to attend the UC that I wanted. I firmly oppose Prop 16 as a result.
R_3scYc7E9hboUSPv,5c1e11d594392b00017f949a,asian,"I believe that there is significant bias in our hiring and education opportunities, and by having diversity be a considered factor, it would help minorities pursue these opportunities more. "
R_2wbrbKENxRbKVUx,5c748b9188fdc20017c60436,asian,I believe that underrepresented groups deserve a chance at financial power.
R_1gOdWUrXNvGwmn7,5dda51f040460e9a0f5f6a70,asian,"CA Prop 16 isn't morally correct in my opinion, simply because 2 wrongs don't make a right. It is definitely true that minority groups have an unequal status in society compared to groups that aren't. However, signing a law into place that is specifically beneficial to minority groups and possibly detrimental to people of other types is simply morally wrong. While some may justify this as ""justification"" for the wrongs committed to minority groups in the past, two wrongs simply don't make a right."
R_A0eYg6en7NWMQ1z,5f51ac460305bb2121b38ebe,asian,"I support preposition 16 because it is important to talk about race and learn about race. In a country of diversity, it is important to acknowledge such issues."
R_12El9HjteUzHRVN,5ace650a436f550001004f87,asian,That sounds like discrimination.  They shouldn't be treated differently in the first place.
R_3F5prCheaPQocsY,5f1b1f6a908b2609a62ab7ad,asian,"Representation of different races, gender, and etc is a significant problem not only in government but jobs in the United States. This is most evident when looking at leadership boards of a lot of Fortune 500 companies. Proposition 16 addresses this issue, which is why I support it. "
R_r0k646TF1EZSul3,5d76bc8e529c4b00197aa4f2,asian,"I think repealing this is a form of racism because it will harm groups like Asian-Americans who are already being discriminated against in other areas such as college admissions. I think hiring decisions should generally be fair and not consider those aspects such as race, ethnicity, or color. "
R_1eEP0RoullTj2FQ,5f7e4fbc36d39211c80599fe,asian,"I do not think race, sex, color, ethnicity or national origin should be a factor in decision-making policies. Their skills and experience should be the factor rather than what they look like."
R_3EGybIDlyc8zOEW,5eadd264593baa0df31702d5,asian,I think diversity is just much needed in general. I dont think diversity should be the sole deciding factor of allowing someone into employment/education but it must be considered in order to facilitate a diverse environment 
R_BLiSPD7ELJkRcv7,5f6b93867642d00b0451b54a,asian,Isn't this basically discrimination? You should not allow diversity as a factor when it comes to anything.
R_DHaHsdB0SydcnL3,5ac54daf68b65b00018d5b8d,asian,"I support Proposition 16 because I think it allows a fairer chance for underrepresented groups to be considered for jobs/positions they may not have previously before. Although, I am wary that it will not work in the way it intends to, and will leave minorities behind- again. However, it is probably better to try something new than the system we currently have set up."
